ID,頭文字,品目名,item_name,小型家電回収対象,出し方,category,出し方のポイント,point,品目名_output,item_name_output,完全一致1,完全一致2,完全一致3
136,い,インク瓶,ink bottle,,燃えないごみ,Non-burnable garbage,,,インク瓶,Ink bottle,ink bottle,nan,nan
137,い,インターホン、ドアホン,intercom/interphone / electronics / computer hardware,,燃やすごみ,Burnable garbage,,,インターホン,Intercom,nan,nan,nan
138,い,石皿,stone plate / bowl,,燃えないごみ,Non-burnable garbage,50cm以上のものは粗大ごみへ。,"If it is more than 50cm, go to the oversized garbage.",石皿,Stone plate,nan,nan,nan
139,い,椅子マット、チェアマット,chair mat,,粗大ごみ,Oversized garbage,丸めて50cm未満になるものは燃やすごみへ。,Those that can be rounded to be less than 50cm will be burned.,椅子マット,Chair mat,nan,nan,nan
140,い,育毛剤(エアゾール缶),hair restorer (air zole can)/bottle,,スプレー缶,Spray cans,"中身を使い切って 穴はあけない。キャップはプラスチック製容器包装へ。中身が出せなくなったものについては<a href=""http://www.city.yokohama.lg.jp/shigen/sub-soshiki/jimusho/"">収集事務所</a>に相談。","Use up the contents and don't make holes. Caps should be put into plastic containers and packaging. For items that cannot be taken out, consult the <a href=""http://www.city.yokohama.lg.jp/shigen/sub-soshiki/jimusho/"">collection office</a>.",育毛剤(エアゾール缶),Hair restorer (air zole can),nan,nan,nan
141,い,育毛剤(プラスチック容器),hair restorer (plastic container)/bottle,,プラスチック製容器包装,Plastic containers and packaging,,,育毛剤(プラスチック容器),Hair restorer (plastic container),nan,nan,nan
142,い,育毛剤のびん(ガラスびん),hair restorer bottle (glass bottle)/bottle,,燃えないごみ,Non-burnable garbage,新聞紙等に包み品名を表示する。,Wrap the product name in newspaper etc.,育毛剤のびん(ガラスびん),Hair restorer bottle (glass bottle),nan,nan,nan
143,い,インクジェット紙、インクジェット用紙,inkjet paper,,古紙(雑誌・その他の紙）,Recycle paper (magazines、 other paper),,,インクジェット紙,Inkjet paper,paper,nan,nan
144,い,インデックスシール,index seal,,燃やすごみ,Burnable garbage,,,インデックスシール,Index seal,nan,nan,nan
146,い,糸巻き、糸巻き器、糸巻き機,scraping,,燃やすごみ,Burnable garbage,,,糸巻き,Scraping,nan,nan,nan
147,い,犬の鎖、チェーン,dog chain/brscelet,,小さな金属類,Small metal items,,,犬の鎖,Dog chain,nan,nan,nan
148,い,印鑑ケース、印鑑入れ、ハンコ入れ、はんこ入れ,seal case,,燃やすごみ,Burnable garbage,金属製のものは小さな金属類へ。,Metal ones go to Small metal itemss.,印鑑ケース,Seal case,nan,nan,nan
149,い,イヤホンマイク、イヤフォンマイク,earphone microphone,◎,燃やすごみ,Burnable garbage,,,イヤホンマイク,Earphone microphone,microphone,nan,nan
150,い,インクフィルム,ink film,,燃やすごみ,Burnable garbage,,,インクフィルム,Ink film,plastic wrap,nan,nan
151,い,板目紙、板目用紙,cardboard/wood grain paper,,古紙(雑誌・その他の紙）,Recycle paper (magazines、 other paper),,,板目紙,wood grain paper,paper,nan,nan
153,い,ETC車載機,etc in -vehicle aircraft / hardware,◎,燃やすごみ,Burnable garbage,,,ETC車載機,ETC on-board device,nan,nan,nan
154,い,糸くずフィルター,lint filter,,燃やすごみ,Burnable garbage,,,糸くずフィルター,Lint filter,nan,nan,nan
155,い,インシュレーター,insulator,,小さな金属類,Small metal items,プラスチック製品については燃やすごみへ。,"For plastic products, to Burnable garbage.",インシュレーター,Insulator,nan,nan,nan
156,い,色鉛筆ケース(金属製)、色えんぴつケース,colored pencil case (made of metal),,小さな金属類,Small metal items,紙製のものは古紙へ。布・ビニール製のものは燃やすごみへ。,Paper products go to the used paper. Cloths and vinyl ones go to Burnable garbage.,色鉛筆ケース(金属製),Colored pencil case (metal),nan,nan,nan
157,い,イオン発生器、イオン発生装置、イオン発生機,ion generator,,燃やすごみ,Burnable garbage,50cm以上のものは粗大ごみへ。,"If it is more than 50cm, go to the oversized garbage.",イオン発生器,Ion generator,nan,nan,nan
158,い,インタークーラー,intercooler,,粗大ごみ,Oversized garbage,30cm未満のものは小さな金属類へ。,Those with less than 30cm to Small metal itemss.,インタークーラー,Intercooler,nan,nan,nan
159,い,入れ歯ケース、入れ歯入れ,denture case,,燃やすごみ,Burnable garbage,金属製のものは小さな金属類へ。,Metal ones go to Small metal itemss.,入れ歯ケース,Denture case,nan,nan,nan
160,い,石臼、石うす,stone mortar / millstone,,粗大ごみ,Oversized garbage,50cm未満のものは燃えないごみへ 重量・サイズによっては収集できない場合があります。,Those with less than 50cm may not be able to collect depending on the weight and size of the non -burnable garbage.,石臼,Stone mortar,nan,nan,nan
163,い,糸通し(金属製),needle threader (made of metal),,小さな金属類,Small metal items,プラスチック製のものは燃やすごみへ。,Plastic ones are to burn garbage.,糸通し(金属製),Ity (metal),nan,nan,nan
164,い,椅子脚カバー、椅子足カバー、いす足カバー、いす脚カバー、いす足カバー,chair leg cover,,燃やすごみ,Burnable garbage,,,椅子脚カバー,Chair leg cover,nan,nan,nan
165,い,イヤホンジャック(金属製以外),earphone jack (other than made of metal)/adapter,,燃やすごみ,Burnable garbage,,,イヤホンジャック(金属製以外),Earphone jack (other than metal),nan,nan,nan
166,い,イヤホンジャック(金属製),earphone jack (made of metal)/adapter,,小さな金属類,Small metal items,,,イヤホンジャック(金属製),Earphone jack (metal),nan,nan,nan
167,い,印鑑(石製)、ハンコ、はんこ,signature stamp / stamp / seal /sticker,,燃えないごみ,Non-burnable garbage,,,印鑑(石製),signature stamp (made of stone),nan,nan,nan
168,い,インテリア小物(木製・プラスチック製)、雑貨(木製・プラスチック製)、小物インテリア(木製・プラスチック製),interior accessories (wooden / plastic) / general goods (wooden / plastic) ,,燃やすごみ,Burnable garbage,50cm以上のものは粗大ごみへ。,"If you are more than 50cm, go to the oversized garbage.",インテリア小物(木製・プラスチック製),Interior accessories (made of wood or plastic),interior design,home d_cor,nan
169,い,インテリア小物(金属製)、小物インテリア(金属製)、雑貨(金属製),interior accessories (made of metal) / general goods(made of metal) ,,小さな金属類,Small metal items,30cm以上のものは粗大ごみへ。,"If you are more than 30 cm, go to the oversized garbage.",インテリア小物(金属製),Interior accessories (made of metal),interior design,home decor,nan
170,い,インテリア小物(ガラス製・陶器製・石製),interior accessories (made of glass / pottery / stone) / general goods(made of glass / pottery / stone),,燃えないごみ,Non-burnable garbage,新聞紙等に包み品名を表示する。50cm以上のものは粗大ごみへ。,"Wrap the product name in newspapers. If you are more than 50cm, go to the oversized garbage.",インテリア小物(ガラス製・陶器製・石製),Interior accessories (made of glass or pottery or stone),interior design,home decor,nan
171,い,医療用コルセット,medical corset,,燃やすごみ,Burnable garbage,,,医療用コルセット,Medical corset,nan,nan,nan
172,う,植木鉢(素焼き、陶器製)、プランター(素焼き、陶器製),flowerpot(unglazed / made of pottery) / planter(unglazed / made of pottery),,燃えないごみ,Non-burnable garbage,新聞紙等に包み品名を表示する。50cm以上のものは粗大ごみへ。,"Wrap the product name in newspapers. If it is more than 50cm, go to the oversized garbage.",植木鉢(素焼き、陶器製),Flowlies (unglazed、 made of pottery),potted plant,nan,nan
173,う,植木鉢(プラスチック製・木製)、プランター(プラスチック製・木製),flowerpot (plastic / wooden) / planter(plastic / wooden),,燃やすごみ,Burnable garbage,50cm以上のものは粗大ごみへ。苗木等販売用の軟プラスチック製鉢はプラスチック製容器包装へ。,"If it is more than 50cm, go to oversized garbage. Soft plastic pots for sale, etc. are made to plastic container packaging.",植木鉢(プラスチック製・木製),Flowlies (plastic、 wooden),potted plant,nan,nan
174,う,腕時計(ベルトが金属),wristwatch (belt is metal),◎,小さな金属類,Small metal items,,,腕時計(ベルトが金属),Watch (belt is metal),wristwatch,nan,nan
175,う,腕時計(ベルトが金属以外),wristwatch (belt is not metal),◎,燃やすごみ,Burnable garbage,,,腕時計(ベルトが金属以外),Wristwatch (belt is not metal),wristwatch,nan,nan
177,う,うちわ、団扇、せんす、扇子,fan/ paper fan,,燃やすごみ,Burnable garbage,,,うちわ,Fan,nan,nan,nan
178,う,植木、苗木,garden plant / potted plant,,燃やすごみ,Burnable garbage,鉢からは抜く。50cm以上のものは粗大ごみ。,Pull it out of the pot. Things with 50cm or more are oversized garbage.,植木,Planting,potted plant,nan,nan
180,う,ウエットスーツ、ウェットスーツ,wetsuit/closing/long sleeve/water sports,,燃やすごみ,Burnable garbage,,,ウエットスーツ,wetsuit,nan,nan,nan
181,う,浮き輪、うきわ,swimming ring/pool/water sports/summer,,燃やすごみ,Burnable garbage,,,浮き輪,Float,nan,nan,nan
182,う,ウッドカーペット,wood carpet,,粗大ごみ,Oversized garbage,折りたたんで50cm未満のものは燃やすごみへ。,Folding and less than 50cm to burn it.,ウッドカーペット,Wood carpet,wood,floor,flooring
183,う,ウッドパネル,wood panel,,燃やすごみ,Burnable garbage,50cm以上のものは粗大ごみへ。,"If you are more than 50cm, go to the oversized garbage.",ウッドパネル,Wood panel,wood,nan,nan
184,う,ウレタン,urethane,,燃やすごみ,Burnable garbage,50cm以上のものは粗大ごみへ。,"If it is more than 50cm, go to the oversized garbage.",ウレタン,Urethane,foam,nan,nan
185,う,ウッドデッキ,wooden deck,,粗大ごみ,Oversized garbage,,,ウッドデッキ,Wooden deck,deck,house,housing
186,う,ヴィヒタ、サウナ,vihta,,燃やすごみ,Burnable garbage,,,ヴィヒタ、サウナ,vihta,plant,leaf,nan
187,う,ウレタンマット,urethane mat,,燃やすごみ,Burnable garbage,50cm以上のものは粗大ごみへ。,"If it is more than 50cm, go to the oversized garbage.",ウレタンマット,Urethane mat,foam,nan,nan
190,う,ウエットシート・ウエットティッシュ、ウェットシート、ウェットティッシュ,wet sheet wet tissue,,燃やすごみ,Burnable garbage,容器はプラスチック製容器包装へ。,Container to plastic container wrapping.,ウエットシート・ウエットティッシュ,Wet sheet wet tissue,wet sheet wet tissue,nan,nan
191,う,ウォータークーラー,water cooler,,粗大ごみ,Oversized garbage,事業で排出するものは、事業系ごみ。,What is excreted in the business is business garbage.,ウォータークーラー,Water cooler,water cooler,nan,nan
192,う,ウォーターサーバーのボトル(ペットボトル)、ウォータークーラーのボトル(ペットボトル),water server bottle (plastic bottle),,販売店または缶・びん・ペットボトル,Dealer or cans、 bottles、 PET bottles,ペットマークを確認。プラマークのあるものはプラスチック製容器包装へ。,"Check the pet mark. If you have a plastic mark, go to the plastic container packaging.",ウォーターサーバーのボトル(ペットボトル),Water server bottle (plastic bottle),water server bottle (plastic bottle),nan,nan
193,う,ウエットティッシュの容器、ウェットティッシュの容器,wet tissue container,,プラスチック製容器包装,Plastic containers and packaging,,,ウエットティッシュの容器,Wet tissue container,wet tissue container,nan,nan
194,う,ウォールポケット(布製・木製),wall pocket (cloth / wood),,燃やすごみ,Burnable garbage,50cm以上のものは粗大ごみへ。,"If it is more than 50cm, go to the oversized garbage.",ウォールポケット(布製・木製),Wall pocket (cloth / wood),wall pocket (cloth / wood),nan,nan
